incident_id,date,state,city_or_county,address,n_killed,n_injured,congressional_district,gun_stolen,gun_type,incident_characteristics,latitude,location_description,longitude,n_guns_involved,notes,participant_age,participant_age_group,participant_gender,participant_status,participant_type,state_house_district,state_senate_district
480730,9/29/2013,Illinois,Chicago,6000 block of South Indiana Avenue,0,4,1,,,"Shot - Wounded/Injured||Drive-by (car to street, car to car)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",41.7854,,-87.6209,,,0::22||1::21||2::18||3::16,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Teen 12-17,0::Male||1::Male||2::Male||3::Male,0::Injured||1::Injured||2::Injured||3::Injured,0::Victim||1::Victim||2::Victim||3::Victim,5,3
480747,10/2/2013,Nebraska,Omaha,North 42nd and Browne streets,0,4,2,,,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",41.305,,-95.9758,,,0::19||1::16||2::16||3::2,0::Adult 18+||1::Teen 12-17||2::Teen 12-17||3::Child 0-11,0::Female||1::Female||2::Female||3::Male,0::Injured||1::Injured||2::Injured||3::Injured,0::Victim||1::Victim||2::Victim||3::Victim,,11
670964,10/5/2013,Indiana,Fort Wayne,2020 Hobson Rd,1,1,3,0::Unknown,0::Unknown,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)",41.0951,Baldwin Creek Apartment Complex,-85.0984,1,"Victim climbed out window, fell to ground after being shot; died at hospital; 2nd victim probable bystander;",0::21,0::Adult 18+||1::Adult 18+,0::Male||1::Male,0::Killed||1::Injured,0::Victim||1::Victim,85,15
480765,10/5/2013,California,Fresno,3883 E. Calwa #114,1,12,16,,,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Bar/club incident - in or around establishment",36.7054,Soul Brothers Clubhouse,-119.76,,,0::18,0::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+||5::Adult 18+||6::Adult 18+||7::Adult 18+||8::Adult 18+||9::Adult 18+||10::Adult 18+||11::Adult 18+||12::Adult 18+,0::Male,0::Killed||1::Injured||2::Injured||3::Injured||4::Injured||5::Injured||6::Injured||7::Injured||8::Injured||9::Injured||10::Injured||11::Injured||12::Injured,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Victim||6::Victim||7::Victim||8::Victim||9::Victim||10::Victim||11::Victim||12::Victim,31,14
480882,10/5/2013,New York,Buffalo,102 Zelmer Street,0,4,26,,,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",42.9114,,-78.8075,,,,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+,0::Male||1::Male||2::Male||3::Male,0::Injured||1::Injured||2::Injured||3::Injured,0::Victim||1::Victim||2::Victim||3::Victim,141,63
480897,10/6/2013,Arizona,Avondale,11120 W Van Buren St,0,4,3,,,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",33.451,Versante Luxury Apartments,-112.301,,,,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+,,0::Injured||1::Injured||2::Injured||3::Injured,0::Victim||1::Victim||2::Victim||3::Victim,19,19
480961,10/6/2013,Pennsylvania,Philadelphia,54th St. and Florence Ave,1,5,2,,,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",39.943,Los Papi Deli and Grocery,-75.2268,,Potential gang violence,0::23||1::23||2::21||3::18||4::18||5::18,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+||5::Adult 18+,0::Male||1::Male||2::Male||3::Male||4::Male||5::Male,0::Killed||1::Injured||2::Injured||3::Injured||4::Injured||5::Injured,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Victim,,
984965,10/7/2013,New Jersey,Tabernacle,US 206,1,0,3,0::Unknown,0::Unknown,"Shot - Dead (murder, accidental, suicide)||Kidnapping/abductions/hostage",39.8461,,-74.7348,1,vic kidnapped and shot twice,0::47||1::37,0::Adult 18+||1::Adult 18+,0::Female||1::Male,"0::Killed||1::Unharmed, Arrested",0::Victim||1::Subject-Suspect,9,9
480981,10/9/2013,Texas,Paris,400 block of NE 6th Street,4,0,4,,,"Shot - Dead (murder, accidental, suicide)||Mass Murder (4+ deceased victims excluding the subject/suspect/perpetrator , one location)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",33.6652,,-95.5505,,Murder/suicide has been ruled out.,0::18||1::21||2::24||3::32,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+,0::Male||1::Male||2::Male||3::Male,0::Killed||1::Killed||2::Killed||3::Killed,0::Victim||1::Victim||2::Victim||3::Victim,1,1
481029,10/12/2013,Oklahoma,Tulsa,12000 E 31st St,0,5,1,0::Unknown,0::Handgun,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Possession of gun by felon or prohibited person",36.1189,Green Country Event Center,-95.8429,1,,5::21||6::19,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+||5::Adult 18+||6::Adult 18+,5::Male||6::Male,"0::Injured||1::Injured||2::Injured||3::Injured||4::Injured||5::Unharmed, Arrested||6::Unharmed, Arrested",0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Subject-Suspect||6::Subject-Suspect,75,36
1007851,10/13/2013,Pennsylvania,Wilkes Barre,650 S Main St,1,0,17,0::Unknown,0::9mm,"Shot - Dead (murder, accidental, suicide)||Institution/Group/Business||Drive-by (car to street, car to car)",41.235,Outsider's Saloon (now closed),-75.9011,1,"41.235054, -75.901243 ;",0::34||1::24,0::Adult 18+||1::Adult 18+,0::Male||1::Male,"0::Killed||1::Unharmed, Arrested",0::Victim||1::Subject-Suspect,121,14
481043,10/13/2013,Pennsylvania,Harrisburg,1524 Walnut St,0,8,4,,,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",40.2692,Central Allison Hill Community Center,-76.8681,,,8::15,8::Teen 12-17,,"0::Injured||1::Injured||2::Injured||3::Injured||4::Injured||5::Injured||6::Injured||7::Injured||8::Unharmed, Arrested",0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Victim||6::Victim||7::Victim||8::Subject-Suspect,,
481254,10/20/2013,Florida,Margate,7400 block of Santa Monica Drive,0,4,21,,,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",26.2503,,-80.2237,,Related to Jamaican lottery scam and retaliation for the death of another individual in Jamaica. Occurred in gated community called Cypress Cove.,,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+,0::Male||1::Male||2::Male||3::Female,0::Injured||1::Injured||2::Injured||3::Injured,0::Victim||1::Victim||2::Victim||3::Victim,96,29
481263,10/20/2013,Florida,Miami,19600 block of Southwest 168th Street,2,2,26,,,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",25.6087,,-80.5096,,,0::67||2::40||3::49,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+,0::Male||1::Male||2::Male||3::Male,0::Killed||1::Killed||2::Injured||3::Injured,0::Victim||1::Victim||2::Victim||3::Victim,120,39
481268,10/21/2013,Pennsylvania,Pittsburgh (Homewood),7200 block of Kelly Street,2,5,14,,,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Bar/club incident - in or around establishment",40.4555,Diverse Banquet Hall,-79.897,,,0::21||1::27,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+||5::Adult 18+||6::Adult 18+,0::Female||1::Male||2::Female||3::Female,0::Killed||1::Killed||2::Injured||3::Injured||4::Injured||5::Injured||6::Injured,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Victim||6::Victim,,
492366,10/26/2013,Connecticut,New Haven,85 Saint John St,1,5,3,,,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Bar/club incident - in or around establishment",41.3067,Key Club Cabaret,-72.9118,,"According to perpetrator, Jahad Brumsey was the intended target.",0::26||1::19||2::29||3::24||4::34||5::25||6::29,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+||5::Adult 18+||6::Adult 18+,0::Female||1::Female||2::Male||3::Female||4::Male||6::Male,"0::Killed||1::Injured||2::Injured||3::Injured||4::Injured||5::Injured||6::Unharmed, Arrested",0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Victim||6::Subject-Suspect,95,11
481419,10/26/2013,Florida,Miami Gardens,NW 187 Street and 30 Avenue,0,4,24,,,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",25.9443,,-80.2519,,,,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+,0::Male||1::Male||2::Male||3::Male||4::Male,0::Injured||1::Injured||2::Injured||3::Injured||4::Unharmed,0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect,102,36
492325,10/26/2013,Arizona,Phoenix,17th Avenue and Hazelwood Street,5,0,7,0::Unknown,0::Shotgun,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Suicide^||Murder/Suicide||Home Invasion||Home Invasion - Resident killed",33.5042,,-112.096,1,"Suspect was bothered by barking of neighbors dogs and 'snapped', killing the neighbors as well as the dogs before killing himself.",0::66||1::42||2::36||3::17||4::56,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Teen 12-17||4::Adult 18+,0::Male||1::Male||2::Female||3::Male||4::Male,0::Killed||1::Killed||2::Killed||3::Killed||4::Killed,0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect,24,24
492427,10/27/2013,Texas,Beaumont,500 block of Edgemore Drive,0,4,14,,,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",30.0716,,-94.1485,,Homeowner arrived to burglarized house. Crowd gathered. Homeowner approaches suspicious looking individual who shoots 4 and flees the scene.,,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+,4::Male,0::Injured||1::Injured||2::Injured||3::Injured||4::Unharmed,0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect,22,4
492699,10/27/2013,California,Roseville,6th Street and Hampton,0,4,4,0::Unknown,0::Unknown,"Shot - Wounded/Injured||Officer Involved Incident||Officer Involved Shooting - Officer shot||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Assault weapon (AR-15, AK-47, and ALL variants defined by law enforcement)",38.7354,,-121.226,1,,4::32,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+,0::Male||1::Male||2::Male||3::Male||4::Male,"0::Injured||1::Injured||2::Injured||3::Injured||4::Unharmed, Arrested",0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect,6,4
492393,10/27/2013,North Carolina,Southern Pines,115 Turner St,1,4,2,,,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Bar/club incident - in or around establishment",35.163,Leather Pockets Billiards,-79.4233,,,0::31||1::22||2::38||3::22||4::28,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+,0::Male||1::Male||2::Male||3::Male||4::Male,0::Killed||1::Injured||2::Injured||3::Injured||4::Injured,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim,52,29
492570,10/27/2013,California,Vallejo,200 block of Princeton Avenue,1,6,5,,,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Drive-by (car to street, car to car)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",38.1517,,-122.25,,"Individuals were changing flat tire when drive-by occurred, injuring them.",0::19,0::Adult 18+,0::Male,0::Killed||1::Injured||2::Injured||3::Injured||4::Injured||6::Injured||7::Injured,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Victim||6::Victim||7::Victim,14,3
492914,10/29/2013,South Carolina,Bradley (Callison),Callison Highway,5,0,3,,,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Suicide^||Murder/Suicide||Mass Murder (4+ deceased victims excluding the subject/suspect/perpetrator , one location)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Domestic Violence",33.9881,,-82.2888,,Perpetrator laid in wait to kill victims; actions result of his perception that he was being denied time with his newborn child.,0::26||1::49||2::51||3::11||4::9||5::27,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Child 0-11||4::Child 0-11||5::Adult 18+,0::Female||1::Female||2::Male||3::Male||4::Male||5::Male,0::Killed||1::Killed||3::Killed||4::Killed||5::Killed,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Subject-Suspect,12,10
492933,11/2/2013,Kentucky,Radcliff,355 Shelby Avenue,1,3,2,,,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Bar/club incident - in or around establishment",37.8133,,-85.9224,,,0::47,0::Adult 18+||1::Adult 18+||2::Adult 18+,0::Male||1::Male||2::Male||3::Male,0::Killed||1::Injured||2::Injured||3::Injured,0::Victim||1::Victim||2::Victim||3::Victim,,
492985,11/3/2013,California,Perris,2900 block of Perris Boulevard,0,5,41,,,"Shot - Wounded/Injured||Drive-by (car to street, car to car)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",33.8249,,-117.227,,,4::36,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+,0::Male||1::Male||2::Male||3::Male||4::Male,"0::Injured||1::Injured||2::Injured||3::Injured||4::Injured, Arrested",0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Subject-Suspect,61,31
492950,11/3/2013,California,Los Angeles,1 World Way,1,3,43,,,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",33.9454,Los Angeles Airport (LAX),-118.399,,Perpetrator on record as saying he wished to kill all TSA agents.,0::39||1::29||2::54||3::36,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+,0::Male||1::Male||2::Male||3::Male,0::Killed||1::Injured||2::Injured||3::Injured,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Subject-Suspect,62,26
492999,11/5/2013,District of Columbia,Washington,3900 block of Minnesota Ave,0,4,1,,,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",38.8934,,-76.9508,,,0::60||4::51,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+,0::Female||1::Male||2::Male||3::Male||4::Male,"0::Injured||1::Injured||2::Injured||3::Injured||4::Unharmed, Arrested",0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect,,
493109,11/5/2013,Florida,Jacksonville,1100 block of Randolph,4,0,5,,,"Shot - Dead (murder, accidental, suicide)||Mass Murder (4+ deceased victims excluding the subject/suspect/perpetrator , one location)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",30.3068,,-81.7298,,,0::25||1::27||2::21||3::22,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+,0::Male||1::Male||2::Female||3::Female,0::Killed||1::Killed||2::Killed||3::Killed,0::Victim||1::Victim||2::Victim||3::Victim,14,9
493035,11/7/2013,Michigan,Detroit,Conley and 7 Mile,3,7,14,,,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",42.4334,Al’s Barber Shop,-83.0523,,Suspect was arrested wearing body armor. Barber shop is known for gambling in the back. 20-30 people were present when shooting occurred.,0::61||1::29||2::40,0::Adult 18+||1::Adult 18+||2::Adult 18+,0::Male||1::Male||2::Male||3::Male||4::Male||5::Male||6::Male||7::Male||8::Male||9::Male,0::Killed||1::Killed||2::Killed||3::Injured||4::Injured||5::Injured||6::Injured||7::Injured||8::Injured||9::Injured,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Victim||6::Victim||7::Victim||8::Victim||9::Victim||10::Subject-Suspect,5,4
493842,11/9/2013,Texas,Cypress,7300 block of Enchanted Creek Drive,2,16,10,,,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",29.884,,-95.7187,,Birthday party in home advertised on social media. Two attendees arrived with guns; problems started when gun was fired in the air in celebration.,0::17||1::16||2::16||18::21||19::18,0::Teen 12-17||1::Teen 12-17||2::Teen 12-17||18::Adult 18+||19::Adult 18+,0::Male||1::Female||2::Male||18::Male||19::Male,"0::Killed||1::Killed||2::Injured||3::Injured||4::Injured||5::Injured||6::Injured||7::Injured||8::Injured||9::Injured||10::Injured||11::Injured||12::Injured||13::Injured||14::Injured||15::Injured||16::Injured||17::Injured||18::Unharmed, Arrested||19::Unharmed, Arrested",0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Victim||6::Victim||7::Victim||8::Victim||9::Victim||10::Victim||11::Victim||12::Victim||13::Victim||14::Victim||15::Victim||16::Victim||17::Victim||18::Subject-Suspect||19::Subject-Suspect,132,18
493893,11/10/2013,Ohio,Canton,1215 Tuscarawas St W,1,3,7,0::Unknown,0::Handgun,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Bar/club incident - in or around establishment||Concealed Carry License - Perpetrator",40.8007,Whistle Stop Bar,-81.3868,1,,0::45||1::26||2::27||3::24||4::45,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+,0::Female||1::Male||2::Female||3::Female||4::Male,"0::Injured||1::Killed||2::Injured||3::Injured||4::Unharmed, Arrested",0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect,49,29
493863,11/10/2013,Arizona,Phoenix,5800 South 53rd Glen,1,3,7,,,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",33.3933,,-112.174,,Victims shot at a large house party.,0::19||1::18||2::21||3::22||4::15||5::18||6::18||7::18||8::21,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Teen 12-17||5::Adult 18+||6::Adult 18+||7::Adult 18+||8::Adult 18+,0::Female||1::Female||2::Male||3::Male||4::Male||5::Male||6::Male||7::Male,"0::Killed||1::Injured||2::Injured||3::Injured||4::Unharmed, Arrested||5::Unharmed, Arrested||6::Unharmed, Arrested||7::Unharmed, Arrested||8::Unharmed, Arrested",0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect||5::Subject-Suspect||6::Subject-Suspect||7::Subject-Suspect||8::Subject-Suspect,19,19
493882,11/11/2013,New York,Brooklyn,318 Maujer St,4,1,7,0::Unknown,0::308 Win,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Suicide^||Murder/Suicide||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",40.7122,,-73.9359,1,Perpetrator used a Century Sporter .308-caliber semi-automatic weapon with a 20-round magazine to kill his former bandmates and injure another individual.,0::28||1::27||2::35||3::22||4::29,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+,0::Male||1::Male||2::Male||3::Male||4::Male,0::Killed||1::Killed||2::Killed||3::Injured||4::Killed,0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect,53,18
494033,11/15/2013,Texas,Houston,4400 block of Tiffany,1,3,9,,,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Drive-by (car to street, car to car)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",29.6168,,-95.4428,,Drive-by shooting occurred at large house party.,0::17,0::Teen 12-17,0::Male,0::Killed||1::Injured||2::Injured||3::Injured,0::Victim||1::Victim||2::Victim||3::Victim,131,13
494072,11/20/2013,Texas,Houston,8200 block of Sunbury,3,2,18,,,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",29.8222,Sunbury Downs Apartments,-95.2761,,,0::17||1::17||2::21||5::25,0::Teen 12-17||1::Teen 12-17||2::Adult 18+||5::Adult 18+,0::Female||1::Female||2::Male||5::Male,"0::Killed||1::Killed||2::Killed||3::Injured||4::Injured||5::Unharmed, Arrested",0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Subject-Suspect,142,13
494116,11/21/2013,Pennsylvania,Philadelphia,1400 block of N. 60th Street,0,4,1,,,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",39.9728,,-75.2399,,,0::24||1::24||2::26||3::27,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+,0::Male||1::Male||2::Male||3::Male,0::Injured||1::Injured||2::Injured||3::Injured,0::Victim||1::Victim||2::Victim||3::Victim,,
964582,11/22/2013,Pennsylvania,Philadelphia,Westminster Ave and Paxson St,0,1,2,0::Unknown,0::Unknown,Shot - Wounded/Injured||Gang involvement,39.9683,,-75.2238,1,"Pit gang suspect fired into rival Grounds territory, hit bystander",1::24,1::Adult 18+,1::Male,0::Injured||1::Arrested,0::Victim||1::Subject-Suspect,190,7
964576,11/22/2013,Pennsylvania,Philadelphia,5100 Parrish St,0,1,2,0::Unknown,0::Unknown,"Shot - Dead (murder, accidental, suicide)||Gang involvement",39.9669,West Mill Creek Playground,-75.2229,1,"Pit gang vic shot 10 times, inj, suspect in Grounds gang, retaliation for 8/5/13 rival gang shooting",0::30||1::27,0::Adult 18+||1::Adult 18+,0::Male||1::Male,0::Injured||1::Arrested,0::Victim||1::Subject-Suspect,190,7
494155,11/23/2013,Oklahoma,Tulsa,Pine Street and Harvard Avenue,4,1,1,,,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Murder (4+ deceased victims excluding the subject/suspect/perpetrator , one location)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Drug involvement",36.1771,,-95.9403,,,0::34||1::35||2::46||3::54||4::55,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+,0::Male||1::Female||2::Female||3::Female||4::Male,0::Killed||1::Killed||2::Killed||3::Killed||4::Injured,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim,72,11
495145,11/25/2013,California,Oakland,96th Avenue and Olive Street,0,7,13,,,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",37.7488,,-122.165,,Incident occurred across three blocks of Oakland. Victims aged between 23 and 31.,0::23||1::27||2::28||3::29||4::29||5::29||6::31,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+||5::Adult 18+||6::Adult 18+,0::Male||1::Male||2::Male||3::Male||4::Male||5::Male||6::Male||7::Male||8::Male,0::Injured||1::Injured||2::Injured||3::Injured||4::Injured||5::Injured||6::Injured||7::Unharmed||8::Unharmed,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Victim||6::Victim||7::Subject-Suspect||8::Subject-Suspect,18,9
494215,11/25/2013,Minnesota,Minneapolis,1611 E Lake St,1,3,5,,,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Drive-by (car to street, car to car)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Gang involvement",44.9481,La Que Buena,-93.2505,,,0::32||1::19||2::22||3::30,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+,0::Male||1::Male||2::Male||3::Male,0::Killed||1::Injured||2::Injured||3::Injured,0::Victim||1::Victim||2::Victim||3::Victim,,62
495171,11/28/2013,New York,Rochester,St. Paul Boulevard and Andrews Street,0,4,25,0::Unknown,0::Unknown,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",43.1595,,-77.61,1,Shootings were the result of a fight.,0::23||1::23||2::25||3::25,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+,0::Male||1::Male||2::Male||3::Male,0::Injured||1::Injured||2::Injured||3::Injured,0::Victim||1::Victim||2::Victim||3::Victim,137,56
495178,11/29/2013,Indiana,Indianapolis,3400 block of East 34th Street,0,4,7,,,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",39.8182,,-86.1082,,,0::16||1::18||2::16||3::17,0::Teen 12-17||1::Adult 18+||2::Teen 12-17||3::Teen 12-17,0::Male||1::Male||2::Female||3::Female,0::Injured||1::Injured||2::Injured||3::Injured,0::Victim||1::Victim||2::Victim||3::Victim,96,34
495195,11/29/2013,California,Fresno,Oleander and Modoc,0,4,16,,,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Gang involvement",36.7297,,-119.81,,,0::15,0::Teen 12-17||1::Adult 18+||2::Adult 18+||3::Adult 18+,0::Male||1::Male||2::Male||3::Female,0::Injured||1::Injured||2::Injured||3::Injured,0::Victim||1::Victim||2::Victim||3::Victim,31,14
495268,11/30/2013,Georgia,Valdosta,Gordon Street and North Ashley Street,0,4,8,,,"Shot - Wounded/Injured||Drive-by (car to street, car to car)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",30.8405,,-83.2801,,,,0::Adult 18+||2::Adult 18+||3::Adult 18+,0::Male||1::Female||3::Male,0::Injured||1::Injured||2::Injured||3::Injured,0::Victim||1::Victim||2::Victim||3::Victim,177,8
495323,11/30/2013,Michigan,Lansing,,0,5,8,,,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",42.7326,,-84.5557,,,,,,0::Injured||1::Injured||2::Injured||3::Injured||4::Injured||5::Arrested||6::Arrested||7::Arrested,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Subject-Suspect||6::Subject-Suspect||7::Subject-Suspect,68,23
495347,12/1/2013,Florida,Miami,NW 64th Street and 12th Avenue,2,2,24,,,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Gang involvement||Drug involvement",25.8336,,-80.2167,,Man that drove victims to purchase drugs was the intended target of the shooting.,0::18||1::22||2::23,0::Adult 18+||1::Adult 18+||2::Adult 18+,0::Female||1::Female||2::Female||3::Female,0::Killed||1::Killed||2::Injured||3::Injured,0::Victim||1::Victim||2::Victim||3::Victim,108,39
972570,12/1/2013,Pennsylvania,Derry,,1,0,,0::Unknown,0::Unknown,"Shot - Dead (murder, accidental, suicide)||Domestic Violence",,,,1,suspect shot exGF in her home,0::36||1::51,0::Adult 18+||1::Adult 18+,0::Female||1::Male,0::Killed||1::Arrested,0::Victim||1::Subject-Suspect,,
