incident_id,date,state,city_or_county,address,n_killed,n_injured,congressional_district,gun_stolen,gun_type,incident_characteristics,latitude,location_description,longitude,n_guns_involved,notes,participant_age,participant_age_group,participant_gender,participant_status,participant_type,state_house_district,state_senate_district
490166,6/30/2013,Colorado,Aurora,2300 block of Paris St,0,4,6,,,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Gang involvement",39.7512,,-104.848,,Four juveniles of unknown age are the victims in this crime. Possible gang involvement.,,,,0::Injured||1::Injured||2::Injured||3::Injured,0::Victim||1::Victim||2::Victim||3::Victim,30,25
893251,7/1/2013,New York,Locust Valley,99 Horse Hollow Rd,0,1,3,0::Unknown,0::Unknown,Shot - Wounded/Injured||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator shot||Drug involvement,40.888,,-73.5899,1,"Traffic stop; backed car into approaching officer, knocked him to ground",0::22,0::Adult 18+,0::Male,0::Injured,0::Subject-Suspect,13,5
490245,7/1/2013,Texas,Fort Worth,2900 block of Pate Drive,4,0,33,,,"Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",32.7157,,-97.2597,,Unborn child killed by shot to the mother's abdomen.,0::39||1::22||2::10||3::0||4::22,0::Adult 18+||1::Adult 18+||2::Child 0-11||3::Child 0-11||4::Adult 18+,0::Female||1::Female||2::Male||4::Male,"0::Killed||1::Killed||2::Killed||3::Killed||4::Unharmed, Arrested",0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect,95,10
1023908,7/2/2013,New Jersey,Jersey City,Dwight St,1,0,10,0::Unknown,0::Unknown,"Shot - Dead (murder, accidental, suicide)||House party",40.7037,,-74.084,1,,0::21||1::19,0::Adult 18+||1::Adult 18+,0::Male||1::Male,"0::Killed||1::Unharmed, Arrested",0::Victim||1::Subject-Suspect,31,31
490335,7/4/2013,Illinois,Chicago,6000 block of South Cottage Grove Avenue,0,4,1,,,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",41.7858,,-87.6061,,,0::14||1::35||2::54||3::37,0::Teen 12-17||1::Adult 18+||2::Adult 18+||3::Adult 18+,0::Male||1::Female||2::Female||3::Male||4::Male,0::Injured||1::Injured||2::Injured||3::Injured||4::Unharmed,0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect,5,3
490351,7/4/2013,Michigan,Pontiac,441 N Perry St,1,6,14,,,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Possession of gun by felon or prohibited person",42.6482,Perry Palace Party Store,-83.2871,,,0::35||1::6||2::12||3::22||4::22||5::28||6::23||7::35,0::Adult 18+||1::Child 0-11||2::Teen 12-17||3::Adult 18+||4::Adult 18+||5::Adult 18+||6::Adult 18+||7::Adult 18+,0::Male||1::Male||3::Female||4::Female||5::Male||6::Male||7::Male,"0::Killed||1::Injured||2::Injured||3::Injured||4::Injured||5::Injured||6::Injured||7::Unharmed, Arrested",0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Victim||6::Victim||7::Subject-Suspect,29,12
490750,7/6/2013,New York,Brooklyn,472 Marcy Avenue,1,3,7,,,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Gang involvement",40.6987,,-73.95,,Perpetratror sentenced 47 years to life for shooting of four individuals in gang-related dispute.,0::18||1::13||2::14||3::15||4::21,0::Adult 18+||1::Teen 12-17||2::Teen 12-17||3::Teen 12-17||4::Adult 18+,0::Male||1::Male||2::Male||3::Male||4::Male,"0::Killed||1::Injured||2::Injured||3::Injured||4::Unharmed, Arrested",0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect,56,18
490395,7/6/2013,Alabama,Florence,West Mobile Street,0,4,5,,,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",34.7982,,-87.6854,,,4::22,4::Adult 18+,4::Female,"0::Injured||1::Injured||2::Injured||3::Injured||4::Unharmed, Arrested",0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect,1,6
490772,7/7/2013,Illinois,Chicago,11300 block of South Forest Avenue,0,5,2,0::Unknown,0::38 Spl,"Shot - Wounded/Injured||Defensive Use||Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",41.689,,-87.6157,1,Landlord-resident eviction dispute; landlord shot the 5 people he was evicting when they threatened him with a large pipe.,0::40||1::49||2::20||3::16||4::17||5::43,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Teen 12-17||4::Teen 12-17||5::Adult 18+,0::Male||1::Female||2::Male||3::Male||4::Male||5::Male,"0::Injured||1::Injured||2::Injured||3::Injured||4::Injured||5::Unharmed, Arrested",0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Subject-Suspect,34,17
490767,7/7/2013,Mississippi,Meridian,2500 block of 5th Street,0,4,3,0::Unknown||1::Unknown||2::Unknown,0::Handgun||1::Handgun||2::Handgun,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",32.3625,,-88.7022,3,Three handguns were used and between 10 and 15 rounds were fired.,,,,0::Injured||1::Injured||2::Injured||3::Injured,0::Victim||1::Victim||2::Victim||3::Victim,82,32
490893,7/7/2013,California,Stockton,2600 block of Connecticut Avenue,1,4,9,,,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",37.9218,,-121.298,,,0::19||1::40||2::18||3::23||4::18,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+,0::Female||1::Female||2::Female||3::Male||4::Male,0::Killed||1::Injured||2::Injured||3::Injured||4::Injured,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim,13,5
490793,7/7/2013,Florida,Pompano Beach,1600 block of Northwest 7th Lane,1,3,20,,,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Armed robbery with injury/death and/or evidence of DGU found",26.2489,,-80.1352,,Armed robbery of individuals playing dominos.,0::23||1::54||2::35||3::23,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+||5::Adult 18+||6::Adult 18+||7::Adult 18+,0::Male||1::Male||2::Male||3::Male||4::Male||5::Male||6::Male||7::Male,0::Killed||1::Injured||2::Injured||3::Injured||4::Unharmed||5::Unharmed||6::Unharmed||7::Unharmed,0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect||5::Subject-Suspect||6::Subject-Suspect||7::Subject-Suspect,92,31
490909,7/9/2013,Maryland,Baltimore,600 block of N. Carrollton Ave,0,4,7,,,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",39.2956,,-76.6374,,,4::29,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+,0::Male||1::Male||2::Male||3::Male||4::Male,"0::Injured||1::Injured||2::Injured||3::Injured||4::Unharmed, Arrested",0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect,40,40
490917,7/9/2013,Illinois,Rockford,600 block of Woodlawn Avenue,2,2,17,,,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",42.2783,,-89.0953,,,0::17||1::33||2::38,0::Teen 12-17||1::Adult 18+||2::Adult 18+,0::Male||1::Male||2::Male,0::Killed||1::Killed||2::Injured||3::Injured,0::Victim||1::Victim||2::Victim||3::Victim,67,34
490922,7/11/2013,North Carolina,Charlotte,6300 block of Reagan Drive,2,2,12,,,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Drive-by (car to street, car to car)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",35.2837,,-80.7742,,,0::21||1::22||4::23,0::Adult 18+||1::Adult 18+||4::Adult 18+,0::Male||4::Male,0::Killed||1::Killed||2::Injured||3::Injured||4::Unharmed,0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect,106,40
490943,7/12/2013,California,San Francisco,3192 16th St,1,3,12,0::Unknown,0::Handgun,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Bar/club incident - in or around establishment",37.7649,Double Dutch,-122.423,1,,0::24||1::22||2::23||3::23,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+,0::Male||1::Male||2::Male||3::Male,0::Killed||1::Injured||2::Injured||3::Injured,0::Victim||1::Victim||2::Victim||3::Victim,17,11
490954,7/12/2013,Kentucky,Greensburg,194 C Mays Rd,2,2,2,0::Unknown,0::22 LR,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Suicide^||Murder/Suicide||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Domestic Violence",37.1948,,-85.5219,1,,0::40||1::43||3::22,0::Adult 18+||1::Adult 18+||3::Adult 18+,0::Male||1::Female||3::Female,0::Killed||1::Killed||2::Injured||3::Injured,0::Victim||1::Victim||2::Victim||3::Victim,,
491162,7/13/2013,Ohio,Campbell,Seventh Street,0,4,13,,,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",41.0738,,-80.5997,,,0::62||1::43||2::29||3::24||4::33,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+,0::Male||1::Female||2::Male||3::Female||4::Male,"0::Injured||1::Injured||2::Injured||3::Injured||4::Unharmed, Arrested",0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect,58,33
490979,7/13/2013,District of Columbia,Washington,2700 block of Stanton Road,0,4,1,,,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",38.8583,,-76.9883,,,,,,0::Injured||1::Injured||2::Injured||3::Injured||4::Unharmed||5::Unharmed,0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect||5::Subject-Suspect,,
490963,7/13/2013,Oklahoma,Oklahoma City,5405 N. Lincoln Blvd,1,3,5,,,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Bar/club incident - in or around establishment",35.5263,Lincoln Inn Express Hotel & Suites / Oak Room Bar,-97.504,,,0::42||1::22||2::41||3::33,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+,0::Male||1::Male||2::Male||3::Male,0::Killed||1::Injured||2::Injured||3::Injured,0::Victim||1::Victim||2::Victim||3::Victim,99,48
490932,7/13/2013,New Jersey,Trenton (Hamilton Township),1100 block of Deutz Ave,1,4,4,0::Unknown,0::Unknown,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",40.1981,,-74.7491,1,"40.198133, -74.749092",0::17||1::17||2::18||3::17||4::17,0::Teen 12-17||1::Teen 12-17||2::Adult 18+||3::Teen 12-17||4::Teen 12-17,0::Male||1::Male,0::Killed||1::Injured||2::Injured||3::Injured||4::Injured,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim,14,14
491037,7/14/2013,Michigan,Grand Rapids (Kentwood),Farmview Ct SE,0,5,2,0::Unknown,0::Unknown,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Gang involvement||Possession of gun by felon or prohibited person",42.874,,-85.6052,1,"Gang pushes its way into high school graduation party.;
42.873987, -85.605178",5::18,5::Adult 18+,0::Male||1::Male||2::Female||5::Male,"0::Injured||1::Injured||2::Injured||3::Injured||4::Injured||5::Unharmed, Arrested",0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Subject-Suspect,72,26
491001,7/14/2013,Kansas,Wichita,11th Street and Mead,1,4,4,,,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Gang involvement",37.7044,,-97.3289,,Dispute between two rival gangs.,0::27||1::26||2::33||5::28||6::32,0::Adult 18+||1::Adult 18+||2::Adult 18+||5::Adult 18+||6::Adult 18+,0::Male||1::Male||2::Male||3::Female||4::Female||5::Male||6::Male,"0::Killed||1::Injured||2::Injured||3::Injured||4::Injured||5::Unharmed, Arrested||6::Unharmed, Arrested",0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Subject-Suspect||6::Subject-Suspect,103,29
491046,7/17/2013,California,Oakland,3400 block of Wilson Avenue,1,3,13,,,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Gang involvement",37.7976,,-122.212,,"Incident was in revenge for previous killing. Perpetrators knocked on the door, then sprayed the room with bullets.",0::8||1::4||2::7||3::64||4::22||5::27,0::Child 0-11||1::Child 0-11||2::Child 0-11||3::Adult 18+||4::Adult 18+||5::Adult 18+,0::Female||1::Male||2::Female||3::Female||4::Male||5::Male,"0::Killed||1::Injured||2::Injured||3::Injured||4::Unharmed, Arrested||5::Unharmed, Arrested",0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect||5::Subject-Suspect,18,9
491073,7/19/2013,California,Madera,Yosemite Avenue and Cleveland,0,4,16,,,"Shot - Wounded/Injured||Drive-by (car to street, car to car)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",36.9613,,-120.061,,,,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+,,0::Injured||1::Injured||2::Injured||3::Injured,0::Victim||1::Victim||2::Victim||3::Victim,5,12
491082,7/19/2013,Connecticut,Hartford,3155 Main St,0,4,1,,,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",41.7957,Club Vibz,-72.6635,,,0::17||1::19||2::19||3::18,0::Teen 12-17||1::Adult 18+||2::Adult 18+||3::Adult 18+,0::Female||1::Female||2::Female||3::Male,0::Injured||1::Injured||2::Injured||3::Injured,0::Victim||1::Victim||2::Victim||3::Victim,5,2
491181,7/20/2013,New York,Brooklyn,Grove Street,0,5,7,0::Unknown,0::9mm,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",40.6962,Hope Ballfield,-73.9178,1,Shooting was in revenge for Rolando Pizarro filing a police report detailing the harrassment of his daughter at her McDonald's job.,0::45||1::37||2::22||3::52||4::62||5::23,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+||5::Adult 18+,0::Male||1::Female||2::Male||3::Female||4::Male||5::Male,"0::Injured||1::Injured||2::Injured||3::Injured||4::Injured||5::Unharmed, Arrested",0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Subject-Suspect,53,18
491214,7/21/2013,New York,Brooklyn,1445 Lincoln Place,0,4,9,,,"Shot - Wounded/Injured||Drive-by (car to street, car to car)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",40.6699,,-73.9293,,,0::25,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+,0::Female||2::Male||3::Male||4::Male||5::Male,0::Injured||1::Injured||2::Injured||3::Injured||4::Unharmed||5::Unharmed,0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect||5::Subject-Suspect,55,20
491226,7/24/2013,Kansas,Topeka,221 SE Lawrence St,0,4,2,,,"Shot - Wounded/Injured||Drive-by (car to street, car to car)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",39.0527,,-95.6546,,,0::21||1::20||2::17||3::16,0::Adult 18+||1::Adult 18+||2::Teen 12-17||3::Teen 12-17,0::Male||1::Male||2::Male||3::Male,0::Injured||1::Injured||2::Injured||3::Injured,0::Victim||1::Victim||2::Victim||3::Victim,57,19
491243,7/25/2013,Michigan,Inkster,Oakwood Street,0,4,13,,,"Shot - Wounded/Injured||Drive-by (car to street, car to car)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",42.3031,,-83.3301,,Targeted drive-by.,,3::Child 0-11,,0::Injured||1::Injured||2::Injured||3::Injured,0::Victim||1::Victim||2::Victim||3::Victim,16,5
491253,7/26/2013,West Virginia,Clarksburg,743 Locust Avenue,4,0,1,0::Unknown,0::Handgun,"Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Drug involvement",39.2832,,-80.3488,1,Perpetrator attempted to collect a $10K drug debt from two youngest victims.,0::70||1::47||2::29||3::26||4::27,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+,0::Male||2::Male||3::Male||4::Male,"0::Killed||1::Killed||2::Killed||3::Killed||4::Unharmed, Arrested",0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect,48,12
491265,7/26/2013,Florida,Hialeah,1485 W 46th St,7,0,25,0::Unknown,0::9mm,"Shot - Dead (murder, accidental, suicide)||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator killed||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Concealed Carry License - Perpetrator",25.864,Todel Apartments,-80.3122,1,,0::79||1::69||2::33||3::64||4::51||5::17||6::42,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+||5::Teen 12-17||6::Adult 18+,0::Male||1::Female||2::Male||3::Male||4::Female||5::Female||6::Male,0::Killed||1::Killed||2::Killed||3::Killed||4::Killed||5::Killed||6::Killed,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Victim||6::Subject-Suspect,110,38
491287,7/28/2013,Texas,Dallas,2400 block of Royal Lane,0,4,24,,,"Shot - Wounded/Injured||Mass Murder (4+ deceased victims excluding the subject/suspect/perpetrator , one location)",32.8958,McDonald's,-96.8986,,,,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+,0::Male||1::Male||2::Male||3::Male,0::Injured||1::Injured||2::Injured||3::Injured,0::Victim||1::Victim||2::Victim||3::Victim,103,16
491281,7/29/2013,Washington,Granger,300 block of S. Outlook Rd.,0,4,4,,,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",46.3421,,-120.187,,,0::14||1::16||2::17||3::19,0::Teen 12-17||1::Teen 12-17||2::Teen 12-17||3::Adult 18+,0::Male||1::Male||2::Male||3::Male||4::Male,0::Injured||1::Injured||2::Injured||3::Injured||4::Unharmed,0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect,15,15
491292,7/30/2013,New Mexico,Hobbs,2000 block of North Bensing Rd,0,4,2,0::Unknown,0::Unknown,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",32.7222,,-103.179,1,,0::29||1::24||2::23||3::18||4::20,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+,0::Female||1::Male||2::Male||3::Male||4::Male,"0::Injured||1::Injured||2::Injured||3::Injured||4::Unharmed, Arrested",0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect,62,41
491438,8/2/2013,Indiana,Indianapolis,62nd and College Ave,0,4,5,0::Unknown,0::Unknown,"Shot - Wounded/Injured||Defensive Use||Defensive Use - Victim stops crime||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Bar/club incident - in or around establishment",39.8679,,-86.1461,1,Fight in nightclub moved to street. Perpetrator shot others whom he perceived to be assaulting a friend and were about to assault him.,4::28,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+,0::Male||1::Male||3::Male,"0::Injured||1::Injured||2::Injured||3::Injured||4::Unharmed, Arrested",0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect,86,30
491416,8/2/2013,New Jersey,Newark,Livingston St. and 18th Avenue,2,3,10,,,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Drive-by (car to street, car to car)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",40.7291,,-74.1915,,Targeted shooting of at least one of the victims.,0::36||1::37||2::34||3::39||4::45,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+||5::Adult 18+||6::Adult 18+,0::Male||1::Male||2::Male||3::Male||4::Male||5::Male||6::Male,0::Killed||1::Killed||2::Injured||3::Injured||4::Injured||5::Unharmed||6::Unharmed,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Subject-Suspect||6::Subject-Suspect,29,29
491461,8/3/2013,Michigan,Detroit,Murray Hill St,0,5,13,,,"Shot - Wounded/Injured||Drive-by (car to street, car to car)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",42.423,,-83.2082,,,0::8||1::16,0::Child 0-11||1::Teen 12-17||2::Adult 18+||3::Adult 18+||4::Adult 18+,0::Male||1::Female,0::Injured||1::Injured||2::Injured||3::Injured||4::Injured,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim,8,4
491473,8/4/2013,California,Salinas,624 Williams Road,3,4,20,0::Unknown,0::45 Auto,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Possession of gun by felon or prohibited person",36.6799,Tacos Choice,-121.606,1,,0::22||1::25||2::28||7::21,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+||5::Adult 18+||6::Adult 18+||7::Adult 18+,0::Male||1::Male||2::Male||3::Male||4::Male||5::Male||6::Female||7::Male,"0::Killed||1::Killed||2::Killed||3::Injured||4::Injured||5::Injured||6::Injured||7::Unharmed, Arrested",0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Victim||6::Victim||7::Subject-Suspect,30,12
491546,8/4/2013,Missouri,Kansas City,2400 block of Park Avenue,1,3,5,,,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",39.083,,-94.5557,,,0::19,0::Adult 18+,0::Male||1::Male||2::Male||3::Male,0::Killed||1::Injured||2::Injured||3::Injured,0::Victim||1::Victim||2::Victim||3::Victim,23,9
964573,8/5/2013,Pennsylvania,Philadelphia,5100 Parrish St,1,0,2,0::Unknown,0::Unknown,"Shot - Dead (murder, accidental, suicide)||Gang involvement||Drug involvement",39.9669,West Mill Creek Playground,-75.2229,1,Grounds gang vic selling crack on rival gang (Pit) territory,1::30,0::Adult 18+||1::Adult 18+,0::Male||1::Male,0::Killed||1::Arrested,0::Victim||1::Subject-Suspect,190,7
491609,8/6/2013,Pennsylvania,Saylorsburg,1000 Ross Municipal Dr,3,4,17,0::Unknown||1::Unknown,0::223 Rem [AR-15]||1::44 Mag,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",40.8959,,-75.323,2,Dispute over upkeep of perpetrator's land and property.,0::62||1::53||2::64||6::59,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+||5::Adult 18+||6::Adult 18+,0::Male||1::Male||2::Male||3::Male||4::Male||5::Female||6::Male,"0::Killed||1::Killed||2::Killed||3::Injured||4::Injured||5::Injured||6::Injured, Arrested",0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Victim||6::Subject-Suspect,,
491630,8/6/2013,New Jersey,Montclair,Mission Street,0,4,10,,,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",40.8057,,-74.2128,,Appears to be a targeted shooting of four people as they walked down the street.,0::18||1::20||2::17||3::18,0::Adult 18+||1::Adult 18+||2::Teen 12-17||3::Adult 18+,0::Male||1::Male||2::Male||3::Female||4::Male,0::Injured||1::Injured||2::Injured||3::Injured||4::Unharmed,0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect,34,34
491698,8/7/2013,Texas,Dallas,7100 block of Long Canyon Trail,4,4,30,,,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Spree Shooting (multiple victims, multiple locations)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Domestic Violence",32.6412,,-96.9481,,"Address #1 as shown above, address #2 is 141 Galleria Drive, Desoto, TXu",0::47||1::28||2::11||3::13||4::43||5::17||6::14||7::17||8::44,0::Adult 18+||1::Adult 18+||2::Child 0-11||3::Teen 12-17||4::Adult 18+||5::Teen 12-17||6::Teen 12-17||7::Teen 12-17||8::Adult 18+,0::Female||1::Female||2::Male||3::Male||4::Female||6::Male||7::Male||8::Male,"0::Killed||1::Killed||2::Injured||3::Injured||4::Killed||5::Killed||6::Injured||7::Injured||8::Unharmed, Arrested",0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Victim||6::Victim||7::Victim||8::Subject-Suspect,111,23
491734,8/9/2013,Missouri,Saint Louis,4200 block of Kossuth Ave,2,2,1,0::Unknown,0::Unknown,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",38.6706,,-90.228,1,"38.670617, -90.227972",0::26||1::27||2::22||3::29,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+,0::Female||1::Male||2::Female||3::Male,0::Killed||1::Killed||2::Injured||3::Injured,0::Victim||1::Victim||2::Victim||3::Victim,77,5
491729,8/10/2013,Delaware,Wilmington,1200 block of Second Street,0,4,1,,,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",39.7435,,-75.5641,,,0::16||1::17||2::20||3::20,0::Teen 12-17||1::Teen 12-17||2::Adult 18+||3::Adult 18+,0::Female||1::Female||2::Female||3::Male,0::Injured||1::Injured||2::Injured||3::Injured,0::Victim||1::Victim||2::Victim||3::Victim,3,3
491710,8/11/2013,New York,Brooklyn,395 East 48th Street,0,4,9,,,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",40.6524,,-73.9321,,All victims shot in torso.,,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+,0::Male||1::Male||2::Male||3::Male,0::Injured||1::Injured||2::Injured||3::Injured,0::Victim||1::Victim||2::Victim||3::Victim,58,20
491749,8/11/2013,Virginia,Portsmouth,1100 block of Mt. Vernon Ave,1,4,3,,,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Home Invasion||Home Invasion - Resident injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",36.8364,London Oaks Apartments,-76.3361,,,0::31,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+,0::Male||1::Male||2::Male||3::Male||4::Male,0::Killed||1::Injured||2::Injured||3::Injured||4::Injured,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim,80,18
